"","st_abb","st_code","date","stability","ppt","tmax","tmin","tavg","dday_a0C","dday_a5C","dday_a8C","dday_a10C","dday_a12C","dday_a15C","dday_a18C","dday_a20C","dday_a21C","dday_a25C","dday_a29C","dday_a30C","dday_a31C","dday_a32C","dday_a33C","dday_a34C","dday_b15C","dday_b18C","dday_b21C"
"154","CO",8,20170130,"stable",0.163,8.04,-8.294,-0.127,3.235,1.443,0.785,0.448,0.198,0.025,0,0,0,0,0,0,0,0,0,0,15.152,18.127,21.127
"155","CO",8,20170131,"stable",0.097,9.979,-6.894,1.542,4.017,1.93,1.153,0.764,0.444,0.115,0.005,0,0,0,0,0,0,0,0,0,13.572,16.463,19.458
"156","CT",9,20170101,"stable",2.143,5.194,-4.49,0.352,1.782,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.648,17.648,20.648
"157","CT",9,20170102,"stable",0,6.312,-4.929,0.692,2.185,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.308,17.308,20.308
"158","CT",9,20170103,"stable",3.25,2.954,-3.563,-0.304,0.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.304,18.304,21.304
"159","CT",9,20170104,"stable",15.914,5.091,2.511,3.801,3.801,0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.199,14.199,17.199
"160","CT",9,20170105,"stable",0.06,8.142,-3.973,2.084,3.128,0.743,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,12.916,15.916,18.916
"161","CT",9,20170106,"stable",1.324,-0.403,-4.59,-2.497,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.497,20.497,23.497
"162","CT",9,20170107,"stable",0.453,-1.568,-8.583,-5.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.076,23.076,26.076
"163","CT",9,20170108,"stable",8.587,-6.054,-13.29,-9.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.672,27.672,30.672
"164","CT",9,20170109,"stable",0.009,-5.944,-17.007,-11.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.475,29.475,32.475
"165","CT",9,20170110,"stable",0,-6.351,-16.734,-11.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.542,29.542,32.542
"166","CT",9,20170111,"stable",6.859,6.977,-13.033,-3.028,1.827,0.295,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,18.028,21.028,24.028
"167","CT",9,20170112,"stable",8.528,10.743,3.492,7.117,7.118,2.481,0.774,0.138,0,0,0,0,0,0,0,0,0,0,0,0,7.883,10.883,13.883
"168","CT",9,20170113,"stable",1.304,13.867,5.018,9.442,9.442,4.551,2.251,1.172,0.398,0,0,0,0,0,0,0,0,0,0,0,5.558,8.558,11.558
"169","CT",9,20170114,"stable",0.001,5.778,-6.989,-0.605,1.788,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.605,18.605,21.605
"170","CT",9,20170115,"stable",0.677,-1.219,-7.411,-4.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.315,22.315,25.315
"171","CT",9,20170116,"stable",0,3.167,-8.932,-2.882,0.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.882,20.882,23.882
"172","CT",9,20170117,"stable",0,4.469,-7.842,-1.687,1.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.687,19.687,22.687
"173","CT",9,20170118,"stable",8.72,4.375,-0.176,2.1,2.206,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,15.9,18.9
"174","CT",9,20170119,"stable",0.769,3.271,0.515,1.893,1.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.107,16.107,19.107
"175","CT",9,20170120,"stable",0.001,7.365,0.323,3.844,3.856,0.633,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,11.156,14.156,17.156
"176","CT",9,20170121,"stable",0.361,4.893,1.327,3.11,3.117,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89,14.89,17.89
"177","CT",9,20170122,"stable",0.006,11.273,1.929,6.601,6.601,2.383,0.856,0.211,0.002,0,0,0,0,0,0,0,0,0,0,0,8.399,11.399,14.399
"178","CT",9,20170123,"stable",0.019,10.672,2.111,6.392,6.392,2.165,0.693,0.149,0.002,0,0,0,0,0,0,0,0,0,0,0,8.608,11.608,14.608
"179","CT",9,20170124,"stable",23.009,3.497,0.704,2.1,2.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,15.9,18.9
"180","CT",9,20170125,"stable",12.211,3.103,0.361,1.732,1.827,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.268,16.268,19.268
"181","CT",9,20170126,"stable",0.055,5.477,0.142,2.81,2.869,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19,15.19,18.19
"182","CT",9,20170127,"stable",0.644,9.846,1.759,5.803,5.803,1.737,0.406,0.031,0,0,0,0,0,0,0,0,0,0,0,0,9.197,12.197,15.197
"183","CT",9,20170128,"stable",0,5.017,-0.628,2.194,2.322,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.806,15.806,18.806
"184","CT",9,20170129,"stable",0,3.422,-1.709,0.857,1.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.143,17.143,20.143
"185","CT",9,20170130,"stable",0,4.827,-5.278,-0.225,1.512,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.225,18.225,21.225
"186","CT",9,20170131,"stable",0.003,0.771,-9.118,-4.173,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.173,22.173,25.173
"187","DE",10,20170101,"stable",0,7.961,-2.592,2.684,3.251,0.688,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,12.316,15.316,18.316
"188","DE",10,20170102,"stable",3.817,11.764,0.768,6.266,6.266,2.437,0.98,0.321,0.013,0,0,0,0,0,0,0,0,0,0,0,8.734,11.734,14.734
"189","DE",10,20170103,"stable",10.642,7.605,5.451,6.528,6.528,1.651,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,8.472,11.472,14.472
"190","DE",10,20170104,"stable",11.896,9.615,6.478,8.046,8.046,3.046,0.614,0.022,0,0,0,0,0,0,0,0,0,0,0,0,6.954,9.954,12.954
"191","DE",10,20170105,"stable",0,12.785,-2.271,5.257,5.641,2.527,1.187,0.521,0.083,0,0,0,0,0,0,0,0,0,0,0,9.743,12.743,15.743
"192","DE",10,20170106,"stable",0.796,1.927,-2.039,-0.056,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.056,18.056,21.056
"193","DE",10,20170107,"stable",0.83,0.533,-4.684,-2.075,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.075,20.075,23.075
"194","DE",10,20170108,"stable",8.261,-4.309,-10.118,-7.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.213,25.213,28.213
"195","DE",10,20170109,"stable",0.043,-5.012,-14.206,-9.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.609,27.609,30.609
"196","DE",10,20170110,"stable",0,-4.112,-14.112,-9.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.112,27.112,30.112
"197","DE",10,20170111,"stable",5.336,7.499,-9.412,-0.957,2.233,0.441,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,15.957,18.957,21.957
"198","DE",10,20170112,"stable",1.238,13.702,4.872,9.287,9.287,4.381,2.139,1.089,0.343,0,0,0,0,0,0,0,0,0,0,0,5.713,8.713,11.713
"199","DE",10,20170113,"stable",0,19.425,11.617,15.521,15.521,10.521,7.521,5.521,3.61,1.525,0.267,0,0,0,0,0,0,0,0,0,1.004,2.746,5.479
"200","DE",10,20170114,"stable",0.147,12.262,0.462,6.362,6.383,2.64,1.175,0.499,0.125,0,0,0,0,0,0,0,0,0,0,0,8.638,11.638,14.638
"201","DE",10,20170115,"stable",6.794,2.773,-0.045,1.364,1.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.636,16.636,19.636
"202","DE",10,20170116,"stable",0,5.871,-2.764,1.553,2.284,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.447,16.447,19.447
"203","DE",10,20170117,"stable",0.408,5.515,-2.829,1.343,2.126,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.657,16.657,19.657
"204","DE",10,20170118,"stable",2.729,9.659,3.253,6.456,6.456,1.901,0.553,0.14,0,0,0,0,0,0,0,0,0,0,0,0,8.544,11.544,14.544
"205","DE",10,20170119,"stable",0.048,10.842,4.91,7.876,7.876,2.892,0.885,0.14,0,0,0,0,0,0,0,0,0,0,0,0,7.124,10.124,13.124
"206","DE",10,20170120,"stable",0,9.637,-0.191,4.723,4.744,1.431,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,10.277,13.277,16.277
"207","DE",10,20170121,"stable",2.24,7.607,1.101,4.354,4.353,0.757,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,10.646,13.646,16.646
"208","DE",10,20170122,"stable",3.247,9.051,6.432,7.741,7.742,2.742,0.334,0,0,0,0,0,0,0,0,0,0,0,0,0,7.259,10.259,13.259
"209","DE",10,20170123,"stable",3.245,9.786,7.198,8.492,8.492,3.492,0.725,0.009,0,0,0,0,0,0,0,0,0,0,0,0,6.508,9.508,12.508
"210","DE",10,20170124,"stable",16.063,7.585,3.455,5.52,5.52,0.959,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48,12.48,15.48
"211","DE",10,20170125,"stable",0.137,7.748,3.372,5.56,5.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,12.44,15.44
"212","DE",10,20170126,"stable",0.047,13.836,4.454,9.145,9.145,4.204,2.114,1.096,0.363,0,0,0,0,0,0,0,0,0,0,0,5.855,8.855,11.855
"213","DE",10,20170127,"stable",0.617,13.805,3.086,8.446,8.446,3.82,1.936,1.003,0.335,0,0,0,0,0,0,0,0,0,0,0,6.554,9.554,12.554
"214","DE",10,20170128,"stable",0,6.679,0.684,3.681,3.684,0.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.319,14.319,17.319
"215","DE",10,20170129,"stable",0.001,6.003,-1.756,2.123,2.492,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.877,15.877,18.877
"216","DE",10,20170130,"stable",2.258,7.178,-1.217,2.98,3.195,0.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,15.02,18.02
"217","DE",10,20170131,"stable",0.279,3.057,-4.981,-0.962,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.962,18.962,21.962
"218","FL",12,20170101,"stable",5.548,21.876,4.988,13.432,13.435,8.707,6.24,4.833,3.607,2.107,1.027,0.554,0.375,0.01,0,0,0,0,0,0,3.675,5.595,7.942
"219","FL",12,20170102,"stable",4.552,26.368,14.383,20.376,20.376,15.376,12.376,10.376,8.402,5.654,3.359,2.155,1.658,0.355,0.001,0,0,0,0,0,0.278,0.983,2.282
"220","FL",12,20170103,"stable",19.595,27.666,16.964,22.315,22.315,17.315,14.315,12.315,10.315,7.32,4.575,3.12,2.496,0.699,0.011,0,0,0,0,0,0.006,0.26,1.181
"221","FL",12,20170104,"stable",4.935,27.095,16.688,21.891,21.891,16.891,13.891,11.892,9.911,7.149,4.636,3.124,2.46,0.687,0.018,0,0,0,0,0,0.258,0.745,1.569
"222","FL",12,20170105,"stable",0.706,23.66,10.274,16.967,16.967,11.972,9.119,7.34,5.668,3.539,1.957,1.187,0.875,0.14,0,0,0,0,0,0,1.572,2.99,4.908
"223","FL",12,20170106,"stable",0.091,22.711,9.259,15.985,15.985,10.99,8.133,6.381,4.827,2.879,1.446,0.793,0.552,0.05,0,0,0,0,0,0,1.894,3.461,5.567
"224","FL",12,20170107,"stable",19.885,23.87,9.017,16.443,16.468,11.687,8.969,7.244,5.681,3.693,2.143,1.333,0.995,0.141,0,0,0,0,0,0,2.25,3.7,5.552
"225","FL",12,20170108,"stable",2.837,17.294,0.7,8.997,9.349,5.641,4,3.143,2.416,1.522,0.832,0.492,0.359,0.061,0,0,0,0,0,0,7.525,9.835,12.362
"226","FL",12,20170109,"stable",0.003,11.706,0.422,6.064,6.458,2.887,1.451,0.87,0.48,0.144,0.011,0,0,0,0,0,0,0,0,0,9.08,11.947,14.936
"227","FL",12,20170110,"stable",0.048,17.382,2.859,10.12,10.27,6.024,3.903,2.738,1.79,0.817,0.24,0.049,0.008,0,0,0,0,0,0,0,5.697,8.12,10.888
"228","FL",12,20170111,"stable",0.377,21.085,7.47,14.278,14.278,9.411,6.763,5.164,3.757,2.016,0.758,0.247,0.103,0,0,0,0,0,0,0,2.739,4.48,6.825
"229","FL",12,20170112,"stable",0.029,23.677,11.269,17.473,17.473,12.473,9.483,7.583,5.826,3.577,1.825,0.949,0.603,0.001,0,0,0,0,0,0,1.103,2.351,4.13
"230","FL",12,20170113,"stable",0.226,25.672,11.736,18.704,18.704,13.704,10.704,8.76,6.957,4.588,2.684,1.674,1.246,0.119,0,0,0,0,0,0,0.884,1.98,3.542
"231","FL",12,20170114,"stable",0.292,25.66,13.299,19.48,19.48,14.48,11.48,9.506,7.635,5.019,2.877,1.775,1.313,0.113,0,0,0,0,0,0,0.54,1.397,2.833
"232","FL",12,20170115,"stable",0.083,25.141,12.997,19.069,19.069,14.069,11.069,9.085,7.202,4.644,2.607,1.551,1.113,0.041,0,0,0,0,0,0,0.575,1.538,3.044
"233","FL",12,20170116,"stable",0.018,25.281,13.287,19.284,19.284,14.284,11.284,9.285,7.345,4.777,2.721,1.643,1.194,0.08,0,0,0,0,0,0,0.493,1.437,2.91
"234","FL",12,20170117,"stable",0.025,25.963,13.434,19.699,19.699,14.699,11.699,9.699,7.738,5.119,3.008,1.898,1.429,0.154,0,0,0,0,0,0,0.421,1.31,2.73
"235","FL",12,20170118,"stable",0.155,26.307,12.951,19.629,19.629,14.629,11.629,9.629,7.668,5.078,3.05,1.978,1.518,0.239,0,0,0,0,0,0,0.449,1.421,2.889
"236","FL",12,20170119,"stable",0.016,26.424,13.332,19.878,19.878,14.878,11.878,9.878,7.884,5.205,3.137,2.043,1.572,0.242,0,0,0,0,0,0,0.328,1.26,2.694
"237","FL",12,20170120,"stable",2.984,26.041,14.19,20.115,20.115,15.115,12.115,10.115,8.118,5.281,3.082,1.954,1.476,0.205,0,0,0,0,0,0,0.165,0.966,2.36
"238","FL",12,20170121,"stable",2.876,26.876,15.736,21.306,21.306,16.306,13.306,11.306,9.306,6.361,3.801,2.491,1.939,0.388,0,0,0,0,0,0,0.055,0.494,1.633
"239","FL",12,20170122,"stable",13.742,27.066,16.58,21.823,21.823,16.823,13.823,11.823,9.823,6.828,4.109,2.716,2.135,0.519,0,0,0,0,0,0,0.005,0.286,1.312
"240","FL",12,20170123,"stable",15.089,27.313,14.925,21.119,21.119,16.119,13.119,11.119,9.126,6.367,4.04,2.751,2.197,0.622,0.007,0,0,0,0,0,0.249,0.921,2.078
"241","FL",12,20170124,"stable",0.282,21.254,11.241,16.247,16.247,11.247,8.26,6.351,4.588,2.432,0.96,0.385,0.217,0,0,0,0,0,0,0,1.185,2.712,4.97
"242","FL",12,20170125,"stable",0.003,22.594,7.605,15.099,15.099,10.1,7.276,5.651,4.243,2.513,1.198,0.575,0.357,0.004,0,0,0,0,0,0,2.414,4.098,6.258
"243","FL",12,20170126,"stable",0.321,25.292,8.36,16.826,16.826,11.826,8.945,7.208,5.664,3.723,2.166,1.325,0.966,0.062,0,0,0,0,0,0,1.897,3.34,5.14
"244","FL",12,20170127,"stable",0.74,24.853,11.51,18.181,18.181,13.201,10.35,8.565,6.874,4.548,2.653,1.732,1.348,0.27,0,0,0,0,0,0,1.366,2.472,4.167
"245","FL",12,20170128,"stable",0.005,19.051,6.702,12.876,12.877,7.941,5.37,3.941,2.759,1.476,0.699,0.398,0.29,0.046,0,0,0,0,0,0,3.599,5.823,8.413
"246","FL",12,20170129,"stable",4.504,14.532,6.107,10.32,10.32,5.443,3.069,1.926,1.193,0.527,0.175,0.05,0.018,0,0,0,0,0,0,0,5.208,7.855,10.698
"247","FL",12,20170130,"stable",1.337,15.432,5.733,10.582,10.583,5.744,3.216,1.898,0.922,0.115,0,0,0,0,0,0,0,0,0,0,4.533,7.418,10.418
"248","FL",12,20170131,"stable",0,18.117,3.402,10.759,10.759,6.137,4.011,2.825,1.831,0.699,0.137,0.036,0.012,0,0,0,0,0,0,0,4.94,7.377,10.253
"249","GA",13,20170101,"stable",9.973,11.555,1.772,6.663,6.678,2.58,1.106,0.486,0.134,0.006,0,0,0,0,0,0,0,0,0,0,8.343,11.337,14.337
"250","GA",13,20170102,"stable",29.777,17.531,9.766,13.649,13.649,8.655,5.841,4.169,2.798,1.356,0.51,0.22,0.133,0.001,0,0,0,0,0,0,2.707,4.862,7.484
"251","GA",13,20170103,"stable",33.473,20.514,14.203,17.358,17.358,12.358,9.358,7.365,5.519,3.213,1.544,0.877,0.629,0.059,0,0,0,0,0,0,0.855,2.186,4.271
"252","GA",13,20170104,"stable",1.777,20.653,10.568,15.61,15.61,10.61,7.618,5.674,3.958,2.061,0.863,0.405,0.248,0,0,0,0,0,0,0,1.451,3.252,5.638
"253","GA",13,20170105,"stable",0.011,15.641,1.914,8.777,8.885,4.745,2.89,1.947,1.212,0.447,0.092,0.016,0.003,0,0,0,0,0,0,0,6.669,9.315,12.225
"254","GA",13,20170106,"stable",0.023,15.87,2.156,9.013,9.078,4.9,3.031,2.062,1.284,0.454,0.055,0.002,0,0,0,0,0,0,0,0,6.441,9.042,11.987
"255","GA",13,20170107,"stable",21.289,10.654,0.592,5.623,6.23,2.948,1.691,1.114,0.687,0.263,0.055,0.006,0.001,0,0,0,0,0,0,0,9.64,12.433,15.378
"256","GA",13,20170108,"stable",0.297,3.628,-6.174,-1.273,1.292,0.107,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,16.273,19.273,22.273
"257","GA",13,20170109,"stable",0,4.611,-6.356,-0.872,1.563,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.872,18.872,21.872
"258","GA",13,20170110,"stable",0,8.427,-3.904,2.261,3.318,0.933,0.22,0.043,0.001,0,0,0,0,0,0,0,0,0,0,0,12.739,15.739,18.739
"259","GA",13,20170111,"stable",0.263,16.627,-0.384,8.121,8.291,4.529,2.862,1.957,1.219,0.443,0.058,0.001,0,0,0,0,0,0,0,0,7.321,9.936,12.879
"260","GA",13,20170112,"stable",0.149,21.4,7.668,14.534,14.534,9.534,6.62,5.01,3.657,2.076,0.954,0.428,0.23,0,0,0,0,0,0,0,2.542,4.42,6.696
"261","GA",13,20170113,"stable",0.002,23.299,7.791,15.545,15.545,10.545,7.598,5.934,4.518,2.762,1.404,0.727,0.461,0.002,0,0,0,0,0,0,2.217,3.859,5.915
"262","GA",13,20170114,"stable",0,24.422,8.321,16.371,16.371,11.371,8.387,6.637,5.15,3.292,1.814,1.043,0.727,0.011,0,0,0,0,0,0,1.921,3.443,5.356
"263","GA",13,20170115,"stable",0.013,23.585,8.386,15.986,15.986,10.986,7.989,6.225,4.764,2.957,1.557,0.85,0.566,0.001,0,0,0,0,0,0,1.971,3.571,5.581
"264","GA",13,20170116,"stable",0,23.594,8.912,16.253,16.253,11.253,8.261,6.428,4.892,3.016,1.549,0.799,0.502,0,0,0,0,0,0,0,1.763,3.296,5.249
"265","GA",13,20170117,"stable",0.021,22.684,9.924,16.304,16.304,11.304,8.306,6.377,4.734,2.847,1.471,0.799,0.537,0.009,0,0,0,0,0,0,1.543,3.166,5.233
"266","GA",13,20170118,"stable",0.115,24.097,11.992,18.045,18.045,13.045,10.045,8.046,6.118,3.736,2,1.13,0.779,0.013,0,0,0,0,0,0,0.692,1.956,3.735
"267","GA",13,20170119,"stable",0.103,23.577,10.535,17.056,17.056,12.056,9.067,7.119,5.347,3.267,1.704,0.925,0.621,0.003,0,0,0,0,0,0,1.211,2.647,4.565
"268","GA",13,20170120,"stable",4.621,23.127,10.639,16.883,16.883,11.883,8.889,6.94,5.177,3.119,1.618,0.884,0.595,0.005,0,0,0,0,0,0,1.236,2.735,4.712
"269","GA",13,20170121,"stable",3.808,23.862,15.036,19.449,19.449,14.449,11.449,9.451,7.469,4.664,2.344,1.257,0.838,0.038,0,0,0,0,0,0,0.214,0.895,2.389
"270","GA",13,20170122,"stable",56.969,21.117,14.016,17.566,17.567,12.566,9.567,7.572,5.603,2.989,1.33,0.683,0.45,0.023,0,0,0,0,0,0,0.422,1.764,3.883
"271","GA",13,20170123,"stable",32.993,18.789,9.679,14.234,14.234,9.234,6.264,4.411,2.861,1.241,0.365,0.143,0.083,0,0,0,0,0,0,0,2.007,4.131,6.848
"272","GA",13,20170124,"stable",0.507,16.065,7.692,11.879,11.879,6.883,4.042,2.518,1.376,0.306,0.006,0,0,0,0,0,0,0,0,0,3.427,6.128,9.121
"273","GA",13,20170125,"stable",0.002,18.281,4.236,11.258,11.259,6.454,4.18,2.971,1.957,0.811,0.143,0.014,0.002,0,0,0,0,0,0,0,4.553,6.884,9.744
"274","GA",13,20170126,"stable",3.703,22.894,4.462,13.678,13.678,8.794,6.384,5.039,3.849,2.333,1.143,0.556,0.333,0.001,0,0,0,0,0,0,3.656,5.465,7.655
"275","GA",13,20170127,"stable",0.526,17.038,2.791,9.914,9.921,5.492,3.478,2.415,1.558,0.647,0.168,0.04,0.013,0,0,0,0,0,0,0,5.733,8.254,11.099
"276","GA",13,20170128,"stable",0,10.648,1.711,6.179,6.279,2.345,0.938,0.38,0.084,0,0,0,0,0,0,0,0,0,0,0,8.821,11.821,14.821
"277","GA",13,20170129,"stable",0,10.877,0.993,5.935,6.035,2.183,0.744,0.175,0.006,0,0,0,0,0,0,0,0,0,0,0,9.065,12.065,15.065
"278","GA",13,20170130,"stable",0.062,13.114,0.991,7.053,7.106,3.203,1.649,0.897,0.372,0.018,0,0,0,0,0,0,0,0,0,0,7.965,10.947,13.947
"279","GA",13,20170131,"stable",0,14.396,0.992,7.694,7.752,3.733,2.062,1.204,0.561,0.055,0,0,0,0,0,0,0,0,0,0,7.361,10.306,13.306
"280","IA",19,20170101,"stable",0,-0.198,-8.331,-4.264,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.264,22.264,25.264
"281","IA",19,20170102,"stable",0.114,1.925,-7.736,-2.906,0.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.906,20.906,23.906
"282","IA",19,20170103,"stable",2.594,1.839,-3.811,-0.986,0.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.986,18.986,21.986
"283","IA",19,20170104,"stable",0.002,-3.188,-16.448,-9.818,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.818,27.818,30.818
"284","IA",19,20170105,"stable",0.265,-12.025,-16.886,-14.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.455,32.455,35.455
"285","IA",19,20170106,"stable",0.001,-13.056,-20.899,-16.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.977,34.977,37.977
"286","IA",19,20170107,"stable",0,-11.494,-20.892,-16.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.193,34.193,37.193
"287","IA",19,20170108,"stable",0,-8.258,-18.978,-13.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.618,31.618,34.618
"288","IA",19,20170109,"stable",0.002,-5.164,-17.308,-11.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.236,29.236,32.236
"289","IA",19,20170110,"stable",1.062,2.2,-9.995,-3.897,0.593,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.897,21.897,24.897
"290","IA",19,20170111,"stable",5.542,3.218,-7.624,-2.203,1.132,0.193,0.035,0.007,0.001,0,0,0,0,0,0,0,0,0,0,0,17.203,20.203,23.203
"291","IA",19,20170112,"stable",0.343,-1.098,-12.016,-6.557,0.495,0.056,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,21.557,24.557,27.557
"292","IA",19,20170113,"stable",0.003,-6.081,-14.104,-10.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.093,28.093,31.093
"293","IA",19,20170114,"stable",0.053,-6.839,-13.787,-10.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.313,28.313,31.313
"294","IA",19,20170115,"stable",0.005,-0.692,-10.19,-5.441,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.441,23.441,26.441
"295","IA",19,20170116,"stable",4.184,0.458,-7.384,-3.463,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.463,21.463,24.463
"296","IA",19,20170117,"stable",12.697,0.93,-1.668,-0.369,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.369,18.369,21.369
"297","IA",19,20170118,"stable",0.03,0.812,-2.717,-0.952,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.952,18.952,21.952
"298","IA",19,20170119,"stable",0.001,5.63,-2.342,1.644,2.234,0.311,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,13.356,16.356,19.356
"299","IA",19,20170120,"stable",2.543,3.967,-0.53,1.718,1.87,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.282,16.282,19.282
"300","IA",19,20170121,"stable",2.233,4.989,1.323,3.156,3.156,0.203,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,11.844,14.844,17.844
"301","IA",19,20170122,"stable",0.075,6.431,-1.323,2.554,2.815,0.417,0.042,0.007,0,0,0,0,0,0,0,0,0,0,0,0,12.446,15.446,18.446
"302","IA",19,20170123,"stable",0.006,2.917,-0.873,1.022,1.241,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.978,16.978,19.978
"303","IA",19,20170124,"stable",0.002,1.163,-0.986,0.089,0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.911,17.911,20.911
"304","IA",19,20170125,"stable",7.694,0.933,-1.235,-0.151,0.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.151,18.151,21.151
"305","IA",19,20170126,"stable",2.427,0.279,-3.761,-1.741,0.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.741,19.741,22.741
"306","IA",19,20170127,"stable",0.007,-2.223,-8.661,-5.442,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.442,23.442,26.442
"307","IA",19,20170128,"stable",0.001,-1.201,-9.574,-5.387,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.387,23.387,26.387
"308","IA",19,20170129,"stable",0.001,-0.467,-5.661,-3.064,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.064,21.064,24.064
"309","IA",19,20170130,"stable",0,0.651,-7.347,-3.348,0.344,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.348,21.348,24.348
"310","IA",19,20170131,"stable",0.025,7.402,-4.674,1.364,2.856,0.72,0.208,0.055,0.006,0,0,0,0,0,0,0,0,0,0,0,13.636,16.636,19.636
"311","ID",16,20170101,"stable",0.383,-4.463,-14.687,-9.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.575,27.575,30.575
"312","ID",16,20170102,"stable",1.311,-6.059,-15.283,-10.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.671,28.671,31.671
"313","ID",16,20170103,"stable",0.766,-7.895,-15.789,-11.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.842,29.842,32.842
